dt_txt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,main,description,clouds,wind_speed,wind_degree,date,day,time_of_record
2020-01-30 23:30:00+05:30,12.1,12.1,12.1,1016,1016,989,50,Clear,clear sky,0,2.04,283,30-01-20,Thursday,23:30:00
2020-01-31 02:30:00+05:30,10.73,10.73,10.73,1015,1015,988,60,Clear,clear sky,0,2.24,263,31-01-20,Friday,2:30:00
2020-01-31 05:30:00+05:30,9.98,9.98,9.98,1014,1014,987,65,Clear,clear sky,0,2,266,31-01-20,Friday,5:30:00
2020-01-31 08:30:00+05:30,11.1,11.1,11.1,1016,1016,989,65,Clear,clear sky,0,1.88,253,31-01-20,Friday,8:30:00
2020-01-31 11:30:00+05:30,16.95,16.95,16.95,1016,1016,989,48,Clear,clear sky,0,2.08,294,31-01-20,Friday,11:30:00
2020-01-31 14:30:00+05:30,19.57,19.57,19.57,1013,1013,986,36,Clear,clear sky,0,2.29,283,31-01-20,Friday,14:30:00
2020-01-31 17:30:00+05:30,17.61,17.61,17.61,1013,1013,986,42,Clear,clear sky,0,2.18,260,31-01-20,Friday,17:30:00
2020-01-31 20:30:00+05:30,14.88,14.88,14.88,1015,1015,988,48,Clear,clear sky,0,2.27,299,31-01-20,Friday,20:30:00
2020-01-31 23:30:00+05:30,13,13,13,1016,1016,989,51,Clear,clear sky,0,1.54,300,31-01-20,Friday,23:30:00
2020-02-01 02:30:00+05:30,11.75,11.75,11.75,1015,1015,988,52,Clear,clear sky,0,0.98,277,01-02-20,Saturday,2:30:00
2020-02-01 05:30:00+05:30,11.31,11.31,11.31,1016,1016,988,55,Clear,clear sky,0,1,340,01-02-20,Saturday,5:30:00
2020-02-01 08:30:00+05:30,12.82,12.82,12.82,1018,1018,991,56,Clear,clear sky,0,1.29,259,01-02-20,Saturday,8:30:00
2020-02-01 11:30:00+05:30,18.1,18.1,18.1,1019,1019,992,38,Clear,clear sky,0,2.3,263,01-02-20,Saturday,11:30:00
2020-01-27 17:30:00+05:30,18.95,18.95,19.63,1010,1010,984,53,Rain,light rain,78,2.41,99,27-01-20,Monday,17:30:00
2020-01-27 20:30:00+05:30,16.76,16.76,17.27,1011,1011,984,61,Clouds,scattered clouds,29,3.77,114,27-01-20,Monday,20:30:00
2020-01-27 23:30:00+05:30,16.22,16.22,16.56,1011,1011,984,61,Clouds,broken clouds,54,2.89,106,27-01-20,Monday,23:30:00
2020-01-28 02:30:00+05:30,15.56,15.56,15.73,1010,1010,983,64,Rain,light rain,47,3.09,69,28-01-20,Tuesday,2:30:00
2020-01-28 05:30:00+05:30,15.57,15.57,15.57,1009,1009,982,63,Rain,light rain,44,3.65,59,28-01-20,Tuesday,5:30:00
2020-01-28 08:30:00+05:30,15.22,15.22,15.22,1011,1011,984,67,Clouds,scattered clouds,31,3.45,92,28-01-20,Tuesday,8:30:00
2020-01-28 11:30:00+05:30,19.67,19.67,19.67,1011,1011,984,51,Clouds,scattered clouds,30,5.62,110,28-01-20,Tuesday,11:30:00
2020-01-28 14:30:00+05:30,19.75,19.75,19.75,1009,1009,982,53,Clouds,overcast clouds,92,4.38,136,28-01-20,Tuesday,14:30:00
2020-01-28 17:30:00+05:30,18.51,18.51,18.51,1008,1008,981,63,Rain,light rain,88,1.27,205,28-01-20,Tuesday,17:30:00
2020-01-28 20:30:00+05:30,16.44,16.44,16.44,1011,1011,983,69,Rain,light rain,27,1.84,310,28-01-20,Tuesday,20:30:00
2020-01-28 23:30:00+05:30,14.9,14.9,14.9,1012,1012,985,76,Rain,light rain,43,1.48,308,28-01-20,Tuesday,23:30:00
2020-01-29 02:30:00+05:30,14.29,14.29,14.29,1012,1012,985,81,Rain,light rain,56,1.68,279,29-01-20,Wednesday,2:30:00
2020-01-29 05:30:00+05:30,12.69,12.69,12.69,1013,1013,985,83,Rain,light rain,28,2.68,267,29-01-20,Wednesday,5:30:00
2020-01-29 08:30:00+05:30,13.35,13.35,13.35,1016,1016,988,82,Rain,light rain,19,3.05,280,29-01-20,Wednesday,8:30:00
2020-01-29 11:30:00+05:30,18.51,18.51,18.51,1017,1017,990,55,Clouds,few clouds,14,3.56,290,29-01-20,Wednesday,11:30:00
2020-01-29 14:30:00+05:30,20.44,20.44,20.44,1014,1014,987,43,Clear,clear sky,0,4.08,272,29-01-20,Wednesday,14:30:00
2020-01-29 17:30:00+05:30,17.76,17.76,17.76,1014,1014,987,49,Clear,clear sky,0,4.08,291,29-01-20,Wednesday,17:30:00
2020-01-29 20:30:00+05:30,14.91,14.91,14.91,1017,1017,990,53,Clear,clear sky,0,3.48,299,29-01-20,Wednesday,20:30:00
2020-01-29 23:30:00+05:30,13.25,13.25,13.25,1018,1018,991,62,Clear,clear sky,0,3.18,310,29-01-20,Wednesday,23:30:00
2020-01-30 02:30:00+05:30,11.86,11.86,11.86,1017,1017,990,72,Clear,clear sky,0,2.52,292,30-01-20,Thursday,2:30:00
2020-01-30 05:30:00+05:30,10.6,10.6,10.6,1017,1017,990,81,Clear,clear sky,0,2.76,299,30-01-20,Thursday,5:30:00
2020-01-30 08:30:00+05:30,11.5,11.5,11.5,1018,1018,992,78,Clear,clear sky,0,2.98,317,30-01-20,Thursday,8:30:00
2020-01-30 11:30:00+05:30,17.09,17.09,17.09,1019,1019,992,51,Clear,clear sky,0,3.95,314,30-01-20,Thursday,11:30:00
2020-01-30 14:30:00+05:30,19.68,19.68,19.68,1016,1016,989,37,Clear,clear sky,9,4.11,319,30-01-20,Thursday,14:30:00
2020-01-30 17:30:00+05:30,17.49,17.49,17.49,1015,1015,988,44,Clear,clear sky,4,3.5,306,30-01-20,Thursday,17:30:00
2020-01-30 20:30:00+05:30,14.36,14.36,14.36,1016,1016,989,48,Clear,clear sky,0,2.72,300,30-01-20,Thursday,20:30:00
2020-01-30 23:30:00+05:30,12.31,12.31,12.31,1016,1016,989,49,Clear,clear sky,0,2.37,290,30-01-20,Thursday,23:30:00
2020-01-31 02:30:00+05:30,11.2,11.2,11.2,1015,1015,988,50,Clear,clear sky,0,2.35,296,31-01-20,Friday,2:30:00
2020-01-31 05:30:00+05:30,9.96,9.96,9.96,1014,1014,987,58,Clear,clear sky,0,2.25,291,31-01-20,Friday,5:30:00
2020-01-31 08:30:00+05:30,10.87,10.87,10.87,1016,1016,989,66,Clear,clear sky,0,2.07,271,31-01-20,Friday,8:30:00
2020-01-31 11:30:00+05:30,16.85,16.85,16.85,1016,1016,989,49,Clear,clear sky,0,2.09,305,31-01-20,Friday,11:30:00
2020-01-31 14:30:00+05:30,19.48,19.48,19.48,1013,1013,986,35,Clear,clear sky,0,2.38,285,31-01-20,Friday,14:30:00
2020-01-31 17:30:00+05:30,17.53,17.53,17.53,1012,1012,986,42,Clear,clear sky,0,2.52,267,31-01-20,Friday,17:30:00
2020-01-31 20:30:00+05:30,14.69,14.69,14.69,1015,1015,988,47,Clear,clear sky,0,1.86,287,31-01-20,Friday,20:30:00
2020-01-31 23:30:00+05:30,12.84,12.84,12.84,1016,1016,989,51,Clear,clear sky,0,1.57,283,31-01-20,Friday,23:30:00
2020-02-01 02:30:00+05:30,11.82,11.82,11.82,1015,1015,988,49,Clear,clear sky,0,1.34,291,01-02-20,Saturday,2:30:00
2020-02-01 05:30:00+05:30,11.36,11.36,11.36,1015,1015,988,52,Clear,clear sky,0,1.18,330,01-02-20,Saturday,5:30:00
2020-02-01 08:30:00+05:30,12.95,12.95,12.95,1018,1018,991,54,Clear,clear sky,0,1.05,293,01-02-20,Saturday,8:30:00
2020-02-01 11:30:00+05:30,18.37,18.37,18.37,1019,1019,992,38,Clear,clear sky,0,2.34,293,01-02-20,Saturday,11:30:00
2020-02-01 14:30:00+05:30,20.66,20.66,20.66,1017,1017,990,28,Clear,clear sky,0,4.64,307,01-02-20,Saturday,14:30:00
2020-01-28 17:30:00+05:30,18.83,17.53,18.83,1009,1009,982,65,Rain,light rain,51,3.17,128,28-01-20,Tuesday,17:30:00
2020-01-28 20:30:00+05:30,16.2,15.22,16.2,1012,1012,985,77,Rain,light rain,57,0.92,135,28-01-20,Tuesday,20:30:00
2020-01-28 23:30:00+05:30,14.96,14.31,14.96,1013,1013,986,78,Rain,light rain,28,0.59,130,28-01-20,Tuesday,23:30:00
2020-01-29 02:30:00+05:30,14.65,14.32,14.65,1014,1014,986,76,Rain,light rain,61,2.62,295,29-01-20,Wednesday,2:30:00
2020-01-29 05:30:00+05:30,13.25,13.25,13.25,1014,1014,987,78,Clouds,broken clouds,72,2.67,292,29-01-20,Wednesday,5:30:00
2020-01-29 08:30:00+05:30,13.42,13.42,13.42,1017,1017,990,73,Clouds,broken clouds,67,1.65,314,29-01-20,Wednesday,8:30:00
2020-01-29 11:30:00+05:30,18.34,18.34,18.34,1018,1018,991,44,Clouds,scattered clouds,34,2.96,303,29-01-20,Wednesday,11:30:00
2020-01-29 14:30:00+05:30,20.58,20.58,20.58,1015,1015,988,35,Clear,clear sky,0,3.63,306,29-01-20,Wednesday,14:30:00
2020-01-29 17:30:00+05:30,18.16,18.16,18.16,1015,1015,988,42,Clear,clear sky,0,3.54,299,29-01-20,Wednesday,17:30:00
2020-01-29 20:30:00+05:30,15.88,15.88,15.88,1017,1017,990,46,Clear,clear sky,0,2.57,351,29-01-20,Wednesday,20:30:00
2020-01-29 23:30:00+05:30,14.2,14.2,14.2,1018,1018,991,61,Clear,clear sky,0,1.99,349,29-01-20,Wednesday,23:30:00
2020-01-30 02:30:00+05:30,13.05,13.05,13.05,1017,1017,990,68,Clear,clear sky,0,1.83,332,30-01-20,Thursday,2:30:00
2020-01-30 05:30:00+05:30,11.14,11.14,11.14,1017,1017,990,74,Clear,clear sky,0,2.42,276,30-01-20,Thursday,5:30:00
2020-01-30 08:30:00+05:30,11.58,11.58,11.58,1019,1019,992,72,Clear,clear sky,0,2.26,289,30-01-20,Thursday,8:30:00
2020-01-30 11:30:00+05:30,17.21,17.21,17.21,1019,1019,993,48,Clear,clear sky,0,3,304,30-01-20,Thursday,11:30:00
2020-01-30 14:30:00+05:30,19.73,19.73,19.73,1016,1016,989,36,Clear,clear sky,0,3.88,303,30-01-20,Thursday,14:30:00
2020-01-30 17:30:00+05:30,17.59,17.59,17.59,1015,1015,989,43,Clear,clear sky,0,3.08,287,30-01-20,Thursday,17:30:00
2020-01-30 20:30:00+05:30,14.61,14.61,14.61,1016,1016,990,47,Clear,clear sky,0,2.75,281,30-01-20,Thursday,20:30:00
2020-01-30 23:30:00+05:30,12.91,12.91,12.91,1016,1016,990,48,Clear,clear sky,0,2.34,297,30-01-20,Thursday,23:30:00
2020-01-31 02:30:00+05:30,11.61,11.61,11.61,1015,1015,988,55,Clear,clear sky,0,2.45,300,31-01-20,Friday,2:30:00
2020-01-31 05:30:00+05:30,10.74,10.74,10.74,1015,1015,988,69,Clear,clear sky,0,2.05,292,31-01-20,Friday,5:30:00
2020-01-31 08:30:00+05:30,11.8,11.8,11.8,1016,1016,989,71,Clear,clear sky,0,1.64,293,31-01-20,Friday,8:30:00
2020-01-31 11:30:00+05:30,17.15,17.15,17.15,1016,1016,989,52,Clear,clear sky,0,2.37,302,31-01-20,Friday,11:30:00
2020-01-31 14:30:00+05:30,19.77,19.77,19.77,1013,1013,986,38,Clear,clear sky,0,2.76,276,31-01-20,Friday,14:30:00
2020-01-31 17:30:00+05:30,17.79,17.79,17.79,1012,1012,986,43,Clear,clear sky,0,1.99,270,31-01-20,Friday,17:30:00
2020-01-31 20:30:00+05:30,14.95,14.95,14.95,1015,1015,988,46,Clear,clear sky,0,2.11,295,31-01-20,Friday,20:30:00
2020-01-31 23:30:00+05:30,13.15,13.15,13.15,1015,1015,989,48,Clear,clear sky,0,1.61,305,31-01-20,Friday,23:30:00
2020-02-01 02:30:00+05:30,12.3,12.3,12.3,1015,1015,988,54,Clear,clear sky,0,0.75,314,01-02-20,Saturday,2:30:00
2020-02-01 05:30:00+05:30,11.8,11.8,11.8,1015,1015,988,64,Clear,clear sky,0,0.62,28,01-02-20,Saturday,5:30:00
2020-02-01 08:30:00+05:30,13.52,13.52,13.52,1018,1018,991,63,Clear,clear sky,0,0.32,96,01-02-20,Saturday,8:30:00
2020-02-01 11:30:00+05:30,19.06,19.06,19.06,1019,1019,992,40,Clear,clear sky,0,1.27,285,01-02-20,Saturday,11:30:00
2020-02-01 14:30:00+05:30,21.1,21.1,21.1,1017,1017,990,29,Clear,clear sky,0,3.48,311,01-02-20,Saturday,14:30:00
2020-02-01 17:30:00+05:30,18.59,18.59,18.59,1016,1016,990,36,Clear,clear sky,0,2.62,316,01-02-20,Saturday,17:30:00
2020-02-01 20:30:00+05:30,15.7,15.7,15.7,1018,1018,992,47,Clear,clear sky,0,2.26,353,01-02-20,Saturday,20:30:00
2020-02-01 23:30:00+05:30,14.1,14.1,14.1,1019,1019,992,54,Clear,clear sky,0,1.91,334,01-02-20,Saturday,23:30:00
2020-02-02 02:30:00+05:30,12.47,12.47,12.47,1018,1018,992,59,Clear,clear sky,0,2.35,326,02-02-20,Sunday,2:30:00
2020-02-02 05:30:00+05:30,11.09,11.09,11.09,1017,1017,991,67,Clear,clear sky,0,2.03,319,02-02-20,Sunday,5:30:00
2020-02-02 08:30:00+05:30,11.55,11.55,11.55,1019,1019,992,67,Clear,clear sky,0,2.36,301,02-02-20,Sunday,8:30:00
2020-02-02 11:30:00+05:30,17.44,17.44,17.44,1020,1020,993,47,Clear,clear sky,0,2.94,285,02-02-20,Sunday,11:30:00
2020-02-02 14:30:00+05:30,20.83,20.83,20.83,1017,1017,990,34,Clear,clear sky,0,3.38,304,02-02-20,Sunday,14:30:00
2020-01-29 17:30:00+05:30,17.12,17.12,18.22,1015,1015,989,41,Clear,clear sky,0,2.98,311,29-01-20,Wednesday,17:30:00
2020-01-29 20:30:00+05:30,14.9,14.9,15.72,1018,1018,991,53,Clear,clear sky,0,2.92,346,29-01-20,Wednesday,20:30:00
2020-01-29 23:30:00+05:30,13.4,13.4,13.95,1018,1018,991,62,Clear,clear sky,0,2.23,330,29-01-20,Wednesday,23:30:00
2020-01-30 02:30:00+05:30,12.51,12.51,12.78,1018,1018,991,61,Clear,clear sky,0,2.67,326,30-01-20,Thursday,2:30:00
2020-01-30 05:30:00+05:30,11.85,11.85,11.85,1017,1017,990,66,Clear,clear sky,0,2.55,347,30-01-20,Thursday,5:30:00
2020-01-30 08:30:00+05:30,12.17,12.17,12.17,1019,1019,992,67,Clear,clear sky,0,2.85,311,30-01-20,Thursday,8:30:00
2020-01-30 11:30:00+05:30,17.92,17.92,17.92,1019,1019,992,43,Clear,clear sky,0,4.31,315,30-01-20,Thursday,11:30:00
2020-01-30 14:30:00+05:30,19.95,19.95,19.95,1016,1016,989,34,Clear,clear sky,0,4.98,308,30-01-20,Thursday,14:30:00
2020-01-30 17:30:00+05:30,17.58,17.58,17.58,1014,1014,988,41,Clear,clear sky,0,3.61,308,30-01-20,Thursday,17:30:00
2020-01-30 20:30:00+05:30,14.32,14.32,14.32,1016,1016,990,49,Clear,clear sky,0,2.35,297,30-01-20,Thursday,20:30:00
2020-01-30 23:30:00+05:30,12.4,12.4,12.4,1015,1015,989,52,Clear,clear sky,0,2.1,288,30-01-20,Thursday,23:30:00
2020-01-31 02:30:00+05:30,11.5,11.5,11.5,1015,1015,988,57,Clear,clear sky,0,2.32,320,31-01-20,Friday,2:30:00
2020-01-31 05:30:00+05:30,10.35,10.35,10.35,1014,1014,987,59,Clear,clear sky,0,2.11,301,31-01-20,Friday,5:30:00
2020-01-31 08:30:00+05:30,11,11,11,1016,1016,989,56,Clear,clear sky,0,1.72,261,31-01-20,Friday,8:30:00
2020-01-31 11:30:00+05:30,16.54,16.54,16.54,1016,1016,989,43,Clear,clear sky,0,2.4,294,31-01-20,Friday,11:30:00
2020-01-31 14:30:00+05:30,19.32,19.32,19.32,1013,1013,987,32,Clear,clear sky,0,3.24,282,31-01-20,Friday,14:30:00
2020-01-31 17:30:00+05:30,17.3,17.3,17.3,1012,1012,986,38,Clear,clear sky,0,2.18,286,31-01-20,Friday,17:30:00
2020-01-31 20:30:00+05:30,14.53,14.53,14.53,1015,1015,988,41,Clear,clear sky,0,2,311,31-01-20,Friday,20:30:00
2020-01-31 23:30:00+05:30,12.83,12.83,12.83,1016,1016,989,41,Clear,clear sky,0,1.2,335,31-01-20,Friday,23:30:00
2020-02-01 02:30:00+05:30,11.84,11.84,11.84,1015,1015,989,47,Clear,clear sky,0,0.21,342,01-02-20,Saturday,2:30:00
2020-02-01 05:30:00+05:30,10.87,10.87,10.87,1016,1016,989,52,Clear,clear sky,0,0.8,284,01-02-20,Saturday,5:30:00
2020-02-01 08:30:00+05:30,11.88,11.88,11.88,1018,1018,991,52,Clear,clear sky,0,1.56,256,01-02-20,Saturday,8:30:00
2020-02-01 11:30:00+05:30,18.22,18.22,18.22,1020,1020,993,37,Clear,clear sky,0,1.69,282,01-02-20,Saturday,11:30:00
2020-02-01 14:30:00+05:30,20.75,20.75,20.75,1017,1017,991,28,Clear,clear sky,0,3.38,320,01-02-20,Saturday,14:30:00
2020-02-01 17:30:00+05:30,18.29,18.29,18.29,1016,1016,990,36,Clear,clear sky,0,2.61,313,01-02-20,Saturday,17:30:00
2020-02-01 20:30:00+05:30,15.35,15.35,15.35,1018,1018,992,47,Clear,clear sky,0,1.84,353,01-02-20,Saturday,20:30:00
2020-02-01 23:30:00+05:30,13.88,13.88,13.88,1019,1019,993,56,Clear,clear sky,0,1.64,349,01-02-20,Saturday,23:30:00
2020-02-02 02:30:00+05:30,12.3,12.3,12.3,1018,1018,992,61,Clear,clear sky,0,1.69,332,02-02-20,Sunday,2:30:00
2020-02-02 05:30:00+05:30,10.81,10.81,10.81,1018,1018,991,65,Clear,clear sky,0,1.79,300,02-02-20,Sunday,5:30:00
2020-02-02 08:30:00+05:30,11.57,11.57,11.57,1020,1020,993,62,Clear,clear sky,0,2.65,304,02-02-20,Sunday,8:30:00
2020-02-02 11:30:00+05:30,17,17,17,1020,1020,994,43,Clear,clear sky,0,2.86,297,02-02-20,Sunday,11:30:00
2020-02-02 14:30:00+05:30,20.08,20.08,20.08,1018,1018,992,33,Clear,clear sky,0,2.91,305,02-02-20,Sunday,14:30:00
2020-02-02 17:30:00+05:30,18.16,18.16,18.16,1017,1017,990,42,Clear,clear sky,0,2.53,301,02-02-20,Sunday,17:30:00
2020-02-02 20:30:00+05:30,14.77,14.77,14.77,1018,1018,992,52,Clear,clear sky,0,1.84,300,02-02-20,Sunday,20:30:00
2020-02-02 23:30:00+05:30,12.98,12.98,12.98,1019,1019,993,59,Clear,clear sky,0,1.55,288,02-02-20,Sunday,23:30:00
2020-02-03 02:30:00+05:30,12.05,12.05,12.05,1018,1018,991,60,Clear,clear sky,0,2.06,327,03-02-20,Monday,2:30:00
2020-02-03 05:30:00+05:30,10.92,10.92,10.92,1017,1017,990,59,Clear,clear sky,0,2.13,324,03-02-20,Monday,5:30:00
2020-02-03 08:30:00+05:30,11.38,11.38,11.38,1019,1019,992,55,Clear,clear sky,0,1.79,282,03-02-20,Monday,8:30:00
2020-02-03 11:30:00+05:30,17.41,17.41,17.41,1019,1019,992,35,Clear,clear sky,0,2.58,279,03-02-20,Monday,11:30:00
2020-02-03 14:30:00+05:30,20.45,20.45,20.45,1015,1015,989,26,Clear,clear sky,0,2.51,293,03-02-20,Monday,14:30:00
2020-01-30 17:30:00+05:30,17.32,17.32,17.48,1014,1014,988,45,Clear,clear sky,0,4.3,324,30-01-20,Thursday,17:30:00
2020-01-30 20:30:00+05:30,14.7,14.7,14.82,1016,1016,990,51,Clear,clear sky,0,3.08,329,30-01-20,Thursday,20:30:00
2020-01-30 23:30:00+05:30,12.65,12.65,12.73,1015,1015,989,58,Clear,clear sky,0,2.58,306,30-01-20,Thursday,23:30:00
2020-01-31 02:30:00+05:30,10.98,10.98,11.02,1015,1015,989,64,Clear,clear sky,0,2.4,302,31-01-20,Friday,2:30:00
2020-01-31 05:30:00+05:30,10.22,10.22,10.22,1014,1014,988,65,Clear,clear sky,0,2.39,299,31-01-20,Friday,5:30:00
2020-01-31 08:30:00+05:30,10.83,10.83,10.83,1016,1016,990,63,Clear,clear sky,0,2.13,276,31-01-20,Friday,8:30:00
2020-01-31 11:30:00+05:30,16.48,16.48,16.48,1016,1016,989,44,Clear,clear sky,0,3.21,295,31-01-20,Friday,11:30:00
2020-01-31 14:30:00+05:30,19.21,19.21,19.21,1014,1014,987,36,Clear,clear sky,0,3.77,293,31-01-20,Friday,14:30:00
2020-01-31 17:30:00+05:30,17.21,17.21,17.21,1012,1012,986,43,Clear,clear sky,0,2.49,288,31-01-20,Friday,17:30:00
2020-01-31 20:30:00+05:30,14.74,14.74,14.74,1015,1015,988,46,Clear,clear sky,0,2.16,330,31-01-20,Friday,20:30:00
2020-01-31 23:30:00+05:30,12.94,12.94,12.94,1015,1015,989,51,Clear,clear sky,0,0.93,347,31-01-20,Friday,23:30:00
2020-02-01 02:30:00+05:30,11.79,11.79,11.79,1015,1015,989,57,Clear,clear sky,0,0.76,317,01-02-20,Saturday,2:30:00
2020-02-01 05:30:00+05:30,11.04,11.04,11.04,1015,1015,988,61,Clear,clear sky,0,0.22,236,01-02-20,Saturday,5:30:00
2020-02-01 08:30:00+05:30,12.04,12.04,12.04,1018,1018,991,59,Clear,clear sky,0,1.85,252,01-02-20,Saturday,8:30:00
2020-02-01 11:30:00+05:30,17.96,17.96,17.96,1019,1019,993,39,Clear,clear sky,0,2.09,275,01-02-20,Saturday,11:30:00
2020-02-01 14:30:00+05:30,20.3,20.3,20.3,1017,1017,990,31,Clear,clear sky,0,4.05,311,01-02-20,Saturday,14:30:00
2020-02-01 17:30:00+05:30,18.03,18.03,18.03,1016,1016,990,38,Clear,clear sky,0,3.15,324,01-02-20,Saturday,17:30:00
2020-02-01 20:30:00+05:30,15.24,15.24,15.24,1018,1018,992,47,Clear,clear sky,0,2.1,1,01-02-20,Saturday,20:30:00
2020-02-01 23:30:00+05:30,13.15,13.15,13.15,1019,1019,993,54,Clear,clear sky,0,1.77,300,01-02-20,Saturday,23:30:00
2020-02-02 02:30:00+05:30,11.5,11.5,11.5,1018,1018,992,59,Clear,clear sky,0,2.19,297,02-02-20,Sunday,2:30:00
2020-02-02 05:30:00+05:30,10.58,10.58,10.58,1018,1018,991,62,Clear,clear sky,0,2.07,313,02-02-20,Sunday,5:30:00
2020-02-02 08:30:00+05:30,11.12,11.12,11.12,1019,1019,993,59,Clear,clear sky,0,2.25,297,02-02-20,Sunday,8:30:00
2020-02-02 11:30:00+05:30,16.98,16.98,16.98,1021,1021,994,41,Clear,clear sky,0,3.03,300,02-02-20,Sunday,11:30:00
2020-02-02 14:30:00+05:30,20.3,20.3,20.3,1018,1018,992,32,Clear,clear sky,0,3.18,319,02-02-20,Sunday,14:30:00
2020-02-02 17:30:00+05:30,18.27,18.27,18.27,1017,1017,991,41,Clear,clear sky,0,2.73,311,02-02-20,Sunday,17:30:00
2020-02-02 20:30:00+05:30,14.96,14.96,14.96,1018,1018,992,51,Clear,clear sky,0,1.96,326,02-02-20,Sunday,20:30:00
2020-02-02 23:30:00+05:30,12.96,12.96,12.96,1019,1019,993,57,Clear,clear sky,0,1.86,294,02-02-20,Sunday,23:30:00
2020-02-03 02:30:00+05:30,11.65,11.65,11.65,1018,1018,992,56,Clear,clear sky,0,2.34,317,03-02-20,Monday,2:30:00
2020-02-03 05:30:00+05:30,10.4,10.4,10.4,1017,1017,991,58,Clear,clear sky,0,2.05,303,03-02-20,Monday,5:30:00
2020-02-03 08:30:00+05:30,10.96,10.96,10.96,1019,1019,992,55,Clear,clear sky,0,2.24,273,03-02-20,Monday,8:30:00
