dt_txt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,main,description,clouds,wind_speed,wind_degree,date,day,time_of_record
2020-02-29 02:30:00+05:30,20.89,20.89,20.89,1009,1009,983,47,Clouds,scattered clouds,48,5.56,103,29-02-20,Saturday,2:30:00
2020-02-29 05:30:00+05:30,19,19,19,1009,1009,983,57,Clouds,broken clouds,54,4.97,110,29-02-20,Saturday,5:30:00
2020-02-29 08:30:00+05:30,19.8,19.8,19.8,1011,1011,985,58,Clear,clear sky,3,5.62,130,29-02-20,Saturday,8:30:00
2020-02-29 11:30:00+05:30,27.02,27.02,27.02,1010,1010,984,36,Clear,clear sky,2,5.45,137,29-02-20,Saturday,11:30:00
2020-02-29 14:30:00+05:30,31.18,31.18,31.18,1006,1006,981,25,Clear,clear sky,0,4.83,125,29-02-20,Saturday,14:30:00
2020-02-25 17:30:00+05:30,24.14,24.14,25.94,1009,1009,984,27,Clear,clear sky,0,3.36,348,25-02-20,Tuesday,17:30:00
2020-02-25 20:30:00+05:30,20.57,20.57,21.92,1011,1011,986,36,Clear,clear sky,10,0.6,31,25-02-20,Tuesday,20:30:00
2020-02-25 23:30:00+05:30,19.62,19.62,20.52,1012,1012,986,38,Clouds,scattered clouds,42,1.07,237,25-02-20,Tuesday,23:30:00
2020-02-26 02:30:00+05:30,18.76,18.76,19.21,1011,1011,985,42,Clouds,overcast clouds,97,0.97,219,26-02-20,Wednesday,2:30:00
2020-02-26 05:30:00+05:30,17.52,17.52,17.52,1011,1011,985,45,Clouds,broken clouds,54,1.42,216,26-02-20,Wednesday,5:30:00
2020-02-26 08:30:00+05:30,19.61,19.61,19.61,1013,1013,987,41,Clear,clear sky,0,1.6,196,26-02-20,Wednesday,8:30:00
2020-02-26 11:30:00+05:30,26.57,26.57,26.57,1014,1014,988,28,Clear,clear sky,4,1.62,209,26-02-20,Wednesday,11:30:00
2020-02-26 14:30:00+05:30,29.2,29.2,29.2,1011,1011,985,21,Clear,clear sky,0,2.06,333,26-02-20,Wednesday,14:30:00
2020-02-26 17:30:00+05:30,27.46,27.46,27.46,1010,1010,984,24,Clear,clear sky,0,0.93,11,26-02-20,Wednesday,17:30:00
2020-02-26 20:30:00+05:30,23.93,23.93,23.93,1012,1012,986,28,Clear,clear sky,1,3.78,40,26-02-20,Wednesday,20:30:00
2020-02-26 23:30:00+05:30,21.23,21.23,21.23,1013,1013,987,34,Clear,clear sky,0,2.64,104,26-02-20,Wednesday,23:30:00
2020-02-27 02:30:00+05:30,18.66,18.66,18.66,1013,1013,987,51,Clouds,broken clouds,57,2.02,136,27-02-20,Thursday,2:30:00
2020-02-27 05:30:00+05:30,17.65,17.65,17.65,1012,1012,986,55,Clouds,broken clouds,79,1.7,170,27-02-20,Thursday,5:30:00
2020-02-27 08:30:00+05:30,19.99,19.99,19.99,1015,1015,988,50,Clouds,broken clouds,79,1.34,172,27-02-20,Thursday,8:30:00
2020-02-27 11:30:00+05:30,26.47,26.47,26.47,1015,1015,988,32,Clouds,broken clouds,61,2.7,134,27-02-20,Thursday,11:30:00
2020-02-27 14:30:00+05:30,29.72,29.72,29.72,1011,1011,985,22,Clear,clear sky,2,1.3,106,27-02-20,Thursday,14:30:00
2020-02-27 17:30:00+05:30,27.92,27.92,27.92,1010,1010,984,24,Clouds,scattered clouds,29,1.93,44,27-02-20,Thursday,17:30:00
2020-02-27 20:30:00+05:30,24.5,24.5,24.5,1012,1012,986,27,Clouds,overcast clouds,100,2.43,97,27-02-20,Thursday,20:30:00
2020-02-27 23:30:00+05:30,20.99,20.99,20.99,1012,1012,986,46,Clouds,scattered clouds,50,2.7,130,27-02-20,Thursday,23:30:00
2020-02-28 02:30:00+05:30,19.55,19.55,19.55,1011,1011,985,50,Clear,clear sky,0,2.86,116,28-02-20,Friday,2:30:00
2020-02-28 05:30:00+05:30,17.88,17.88,17.88,1011,1011,985,56,Clear,clear sky,7,3.33,129,28-02-20,Friday,5:30:00
2020-02-28 08:30:00+05:30,19.64,19.64,19.64,1013,1013,987,53,Clear,clear sky,5,4.2,118,28-02-20,Friday,8:30:00
2020-02-28 11:30:00+05:30,26.73,26.73,26.73,1013,1013,987,35,Clouds,scattered clouds,25,4.45,138,28-02-20,Friday,11:30:00
2020-02-28 14:30:00+05:30,29.47,29.47,29.47,1009,1009,983,27,Clouds,overcast clouds,100,3.78,130,28-02-20,Friday,14:30:00
2020-02-28 17:30:00+05:30,28,28,28,1008,1008,982,32,Clouds,overcast clouds,100,4.14,107,28-02-20,Friday,17:30:00
2020-02-28 20:30:00+05:30,23.88,23.88,23.88,1009,1009,984,43,Clouds,overcast clouds,100,4.84,102,28-02-20,Friday,20:30:00
2020-02-28 23:30:00+05:30,22.33,22.33,22.33,1010,1010,984,47,Clouds,broken clouds,83,5.76,109,28-02-20,Friday,23:30:00
2020-02-29 02:30:00+05:30,21.53,21.53,21.53,1008,1008,983,48,Clouds,overcast clouds,100,5.25,113,29-02-20,Saturday,2:30:00
2020-02-29 05:30:00+05:30,19.6,19.6,19.6,1008,1008,983,57,Clouds,overcast clouds,92,5.85,130,29-02-20,Saturday,5:30:00
2020-02-29 08:30:00+05:30,21.12,21.12,21.12,1011,1011,985,52,Clouds,broken clouds,80,4.4,129,29-02-20,Saturday,8:30:00
2020-02-29 11:30:00+05:30,27.14,27.14,27.14,1011,1011,985,35,Clouds,broken clouds,58,4.13,145,29-02-20,Saturday,11:30:00
2020-02-29 14:30:00+05:30,30.26,30.26,30.26,1008,1008,982,27,Clouds,broken clouds,83,2.84,104,29-02-20,Saturday,14:30:00
2020-02-29 17:30:00+05:30,28.85,28.85,28.85,1005,1005,979,31,Clouds,broken clouds,60,3.34,96,29-02-20,Saturday,17:30:00
2020-02-29 20:30:00+05:30,19.53,19.53,19.53,1009,1009,983,69,Rain,moderate rain,100,7.58,67,29-02-20,Saturday,20:30:00
2020-02-29 23:30:00+05:30,19.89,19.89,19.89,1010,1010,984,61,Rain,light rain,84,4.41,108,29-02-20,Saturday,23:30:00
2020-03-01 02:30:00+05:30,19.39,19.39,19.39,1010,1010,984,63,Rain,light rain,54,4.42,87,01-03-20,Sunday,2:30:00
2020-03-01 05:30:00+05:30,19.61,19.61,19.61,1009,1009,983,57,Rain,light rain,27,4.42,80,01-03-20,Sunday,5:30:00
2020-03-01 08:30:00+05:30,20.55,20.55,20.55,1011,1011,985,54,Clouds,broken clouds,55,3.76,103,01-03-20,Sunday,8:30:00
2020-03-01 11:30:00+05:30,25.97,25.97,25.97,1011,1011,985,39,Clouds,scattered clouds,29,4.53,124,01-03-20,Sunday,11:30:00
2020-03-01 14:30:00+05:30,29.35,29.35,29.35,1008,1008,983,31,Clouds,few clouds,13,3.23,106,01-03-20,Sunday,14:30:00
2020-02-26 17:30:00+05:30,24.64,24.64,26.78,1011,1011,985,25,Clouds,few clouds,21,2.68,351,26-02-20,Wednesday,17:30:00
2020-02-26 20:30:00+05:30,21.55,21.55,23.15,1013,1013,988,30,Clouds,few clouds,11,2.98,37,26-02-20,Wednesday,20:30:00
2020-02-26 23:30:00+05:30,20.34,20.34,21.41,1014,1014,988,34,Clouds,scattered clouds,38,2.29,67,26-02-20,Wednesday,23:30:00
2020-02-27 02:30:00+05:30,17.76,17.76,18.29,1013,1013,987,42,Clear,clear sky,1,2.06,168,27-02-20,Thursday,2:30:00
2020-02-27 05:30:00+05:30,17.22,17.22,17.22,1013,1013,987,48,Clouds,few clouds,17,1.32,162,27-02-20,Thursday,5:30:00
2020-02-27 08:30:00+05:30,19.56,19.56,19.56,1015,1015,988,42,Clouds,overcast clouds,100,1.48,191,27-02-20,Thursday,8:30:00
2020-02-27 11:30:00+05:30,26.78,26.78,26.78,1015,1015,988,26,Clouds,broken clouds,57,1.99,218,27-02-20,Thursday,11:30:00
2020-02-27 14:30:00+05:30,29.74,29.74,29.74,1011,1011,985,20,Clouds,broken clouds,65,1.78,331,27-02-20,Thursday,14:30:00
2020-02-27 17:30:00+05:30,28.09,28.09,28.09,1010,1010,984,24,Clouds,scattered clouds,33,1.47,1,27-02-20,Thursday,17:30:00
2020-02-27 20:30:00+05:30,24.28,24.28,24.28,1012,1012,986,28,Clear,clear sky,0,2.5,49,27-02-20,Thursday,20:30:00
2020-02-27 23:30:00+05:30,21.37,21.37,21.37,1012,1012,986,36,Clear,clear sky,1,2.97,126,27-02-20,Thursday,23:30:00
2020-02-28 02:30:00+05:30,18.9,18.9,18.9,1011,1011,985,48,Clear,clear sky,7,3.11,130,28-02-20,Friday,2:30:00
2020-02-28 05:30:00+05:30,17.73,17.73,17.73,1010,1010,985,52,Clouds,few clouds,20,3.17,140,28-02-20,Friday,5:30:00
2020-02-28 08:30:00+05:30,19.49,19.49,19.49,1013,1013,987,47,Clouds,scattered clouds,46,3.92,140,28-02-20,Friday,8:30:00
2020-02-28 11:30:00+05:30,26.65,26.65,26.65,1012,1012,987,31,Clouds,scattered clouds,34,4.58,151,28-02-20,Friday,11:30:00
2020-02-28 14:30:00+05:30,30.37,30.37,30.37,1009,1009,983,23,Clear,clear sky,0,4.13,137,28-02-20,Friday,14:30:00
2020-02-28 17:30:00+05:30,28.68,28.68,28.68,1008,1008,982,27,Clear,clear sky,0,3.71,112,28-02-20,Friday,17:30:00
2020-02-28 20:30:00+05:30,23.98,23.98,23.98,1009,1009,984,42,Rain,light rain,44,5.74,108,28-02-20,Friday,20:30:00
2020-02-28 23:30:00+05:30,21.2,21.2,21.2,1010,1010,984,52,Rain,light rain,72,6.01,103,28-02-20,Friday,23:30:00
2020-02-29 02:30:00+05:30,20.1,20.1,20.1,1008,1008,983,54,Clouds,overcast clouds,100,4.88,118,29-02-20,Saturday,2:30:00
2020-02-29 05:30:00+05:30,18.03,18.03,18.03,1009,1009,983,64,Rain,light rain,87,4.63,131,29-02-20,Saturday,5:30:00
2020-02-29 08:30:00+05:30,18.79,18.79,18.79,1011,1011,985,63,Rain,light rain,100,5.24,118,29-02-20,Saturday,8:30:00
2020-02-29 11:30:00+05:30,24.95,24.95,24.95,1011,1011,986,44,Rain,light rain,80,5.07,124,29-02-20,Saturday,11:30:00
2020-02-29 14:30:00+05:30,29.41,29.41,29.41,1008,1008,982,31,Clouds,few clouds,22,4.41,117,29-02-20,Saturday,14:30:00
2020-02-29 17:30:00+05:30,28.32,28.32,28.32,1006,1006,980,33,Clouds,few clouds,11,3.92,103,29-02-20,Saturday,17:30:00
2020-02-29 20:30:00+05:30,20.55,20.55,20.55,1008,1008,983,60,Rain,moderate rain,100,8.64,120,29-02-20,Saturday,20:30:00
2020-02-29 23:30:00+05:30,20.01,20.01,20.01,1010,1010,984,56,Rain,light rain,78,1.82,56,29-02-20,Saturday,23:30:00
2020-03-01 02:30:00+05:30,18.86,18.86,18.86,1010,1010,985,66,Rain,light rain,53,2.76,336,01-03-20,Sunday,2:30:00
2020-03-01 05:30:00+05:30,18.87,18.87,18.87,1009,1009,984,68,Rain,light rain,58,3.7,60,01-03-20,Sunday,5:30:00
2020-03-01 08:30:00+05:30,20.44,20.44,20.44,1011,1011,985,60,Clear,clear sky,0,4.18,71,01-03-20,Sunday,8:30:00
2020-03-01 11:30:00+05:30,25.85,25.85,25.85,1011,1011,985,42,Clear,clear sky,0,4.01,98,01-03-20,Sunday,11:30:00
2020-03-01 14:30:00+05:30,29.62,29.62,29.62,1007,1007,982,30,Clear,clear sky,1,2.89,115,01-03-20,Sunday,14:30:00
2020-03-01 17:30:00+05:30,28.46,28.46,28.46,1006,1006,981,34,Clear,clear sky,5,1.21,79,01-03-20,Sunday,17:30:00
2020-03-01 20:30:00+05:30,25,25,25,1008,1008,982,41,Rain,light rain,36,4.15,44,01-03-20,Sunday,20:30:00
2020-03-01 23:30:00+05:30,24.17,24.17,24.17,1008,1008,983,42,Clouds,scattered clouds,37,3.26,13,01-03-20,Sunday,23:30:00
2020-03-02 02:30:00+05:30,21.71,21.71,21.71,1008,1008,982,48,Clouds,scattered clouds,50,2.12,5,02-03-20,Monday,2:30:00
2020-03-02 05:30:00+05:30,20.21,20.21,20.21,1008,1008,982,51,Clouds,scattered clouds,25,1.28,268,02-03-20,Monday,5:30:00
2020-03-02 08:30:00+05:30,22.03,22.03,22.03,1010,1010,984,46,Clouds,broken clouds,69,0.65,355,02-03-20,Monday,8:30:00
2020-03-02 11:30:00+05:30,25.61,25.61,25.61,1010,1010,985,37,Clouds,broken clouds,80,1.07,355,02-03-20,Monday,11:30:00
2020-03-02 14:30:00+05:30,29.07,29.07,29.07,1007,1007,982,29,Clouds,scattered clouds,34,2.14,6,02-03-20,Monday,14:30:00
2020-02-27 17:30:00+05:30,24.3,24.3,27.48,1010,1010,984,26,Clouds,broken clouds,55,2.27,22,27-02-20,Thursday,17:30:00
2020-02-27 20:30:00+05:30,21.38,21.38,23.77,1012,1012,986,29,Clouds,few clouds,20,2.29,96,27-02-20,Thursday,20:30:00
2020-02-27 23:30:00+05:30,19.12,19.12,20.71,1012,1012,986,45,Clouds,scattered clouds,46,2.95,115,27-02-20,Thursday,23:30:00
2020-02-28 02:30:00+05:30,18.52,18.52,19.32,1011,1011,985,49,Clouds,overcast clouds,100,3.06,131,28-02-20,Friday,2:30:00
2020-02-28 05:30:00+05:30,17.87,17.87,17.87,1011,1011,985,53,Clouds,broken clouds,73,3.56,133,28-02-20,Friday,5:30:00
2020-02-28 08:30:00+05:30,19.61,19.61,19.61,1013,1013,987,48,Clouds,broken clouds,64,4.42,132,28-02-20,Friday,8:30:00
2020-02-28 11:30:00+05:30,26.43,26.43,26.43,1013,1013,987,31,Clouds,scattered clouds,45,4.68,140,28-02-20,Friday,11:30:00
2020-02-28 14:30:00+05:30,30.09,30.09,30.09,1010,1010,984,24,Clear,clear sky,0,4.18,133,28-02-20,Friday,14:30:00
2020-02-28 17:30:00+05:30,28.32,28.32,28.32,1008,1008,982,28,Clouds,few clouds,16,3.72,118,28-02-20,Friday,17:30:00
2020-02-28 20:30:00+05:30,24.23,24.23,24.23,1010,1010,984,39,Clouds,broken clouds,65,5.29,109,28-02-20,Friday,20:30:00
2020-02-28 23:30:00+05:30,21.73,21.73,21.73,1011,1011,985,51,Rain,light rain,82,5.89,105,28-02-20,Friday,23:30:00
2020-02-29 02:30:00+05:30,19.78,19.78,19.78,1009,1009,983,59,Rain,light rain,100,5.73,113,29-02-20,Saturday,2:30:00
2020-02-29 05:30:00+05:30,17.69,17.69,17.69,1009,1009,984,70,Rain,light rain,67,5.12,115,29-02-20,Saturday,5:30:00
2020-02-29 08:30:00+05:30,19.32,19.32,19.32,1012,1012,986,64,Clouds,scattered clouds,48,4.89,118,29-02-20,Saturday,8:30:00
2020-02-29 11:30:00+05:30,25.93,25.93,25.93,1012,1012,986,40,Clouds,scattered clouds,45,5.2,136,29-02-20,Saturday,11:30:00
2020-02-29 14:30:00+05:30,30.46,30.46,30.46,1008,1008,983,26,Clouds,scattered clouds,43,3.95,134,29-02-20,Saturday,14:30:00
2020-02-29 17:30:00+05:30,28.95,28.95,28.95,1006,1006,981,29,Clouds,few clouds,24,0.84,85,29-02-20,Saturday,17:30:00
2020-02-29 20:30:00+05:30,20.76,20.76,20.76,1009,1009,984,56,Rain,moderate rain,100,5.44,79,29-02-20,Saturday,20:30:00
2020-02-29 23:30:00+05:30,20.1,20.1,20.1,1010,1010,984,55,Rain,light rain,66,3.77,123,29-02-20,Saturday,23:30:00
2020-03-01 02:30:00+05:30,18.77,18.77,18.77,1010,1010,984,62,Clouds,scattered clouds,30,2.85,131,01-03-20,Sunday,2:30:00
2020-03-01 05:30:00+05:30,17.83,17.83,17.83,1009,1009,984,68,Rain,light rain,26,1.17,216,01-03-20,Sunday,5:30:00
2020-03-01 08:30:00+05:30,20.41,20.41,20.41,1011,1011,985,59,Clouds,broken clouds,83,3.1,136,01-03-20,Sunday,8:30:00
2020-03-01 11:30:00+05:30,26.79,26.79,26.79,1011,1011,986,40,Clouds,broken clouds,66,4.05,146,01-03-20,Sunday,11:30:00
2020-03-01 14:30:00+05:30,29.95,29.95,29.95,1008,1008,983,29,Clouds,overcast clouds,93,1.64,166,01-03-20,Sunday,14:30:00
2020-03-01 17:30:00+05:30,27.11,27.11,27.11,1006,1006,981,34,Clouds,broken clouds,78,2.19,67,01-03-20,Sunday,17:30:00
2020-03-01 20:30:00+05:30,23.04,23.04,23.04,1009,1009,983,55,Clouds,scattered clouds,36,3.64,71,01-03-20,Sunday,20:30:00
2020-03-01 23:30:00+05:30,21.06,21.06,21.06,1010,1010,984,57,Clouds,few clouds,18,1.57,58,01-03-20,Sunday,23:30:00
2020-03-02 02:30:00+05:30,19.96,19.96,19.96,1009,1009,983,59,Clear,clear sky,0,1.14,149,02-03-20,Monday,2:30:00
2020-03-02 05:30:00+05:30,18.37,18.37,18.37,1008,1008,983,64,Clear,clear sky,0,1.81,293,02-03-20,Monday,5:30:00
2020-03-02 08:30:00+05:30,20.12,20.12,20.12,1011,1011,985,61,Clear,clear sky,0,0.98,340,02-03-20,Monday,8:30:00
2020-03-02 11:30:00+05:30,26.7,26.7,26.7,1011,1011,985,39,Clear,clear sky,0,0.3,22,02-03-20,Monday,11:30:00
2020-03-02 14:30:00+05:30,29.67,29.67,29.67,1008,1008,983,27,Clear,clear sky,0,1.13,241,02-03-20,Monday,14:30:00
2020-03-02 17:30:00+05:30,28.15,28.15,28.15,1006,1006,981,27,Clear,clear sky,0,1.6,330,02-03-20,Monday,17:30:00
2020-03-02 20:30:00+05:30,24.95,24.95,24.95,1008,1008,983,28,Clear,clear sky,0,2,17,02-03-20,Monday,20:30:00
2020-03-02 23:30:00+05:30,22.89,22.89,22.89,1009,1009,984,34,Clear,clear sky,0,1.28,37,02-03-20,Monday,23:30:00
2020-03-03 02:30:00+05:30,20.8,20.8,20.8,1009,1009,983,40,Clear,clear sky,0,1.14,279,03-03-20,Tuesday,2:30:00
2020-03-03 05:30:00+05:30,19.64,19.64,19.64,1008,1008,983,45,Clear,clear sky,0,1.26,298,03-03-20,Tuesday,5:30:00
2020-03-03 08:30:00+05:30,21.65,21.65,21.65,1010,1010,985,42,Clear,clear sky,0,1.34,268,03-03-20,Tuesday,8:30:00
2020-03-03 11:30:00+05:30,27.71,27.71,27.71,1010,1010,985,28,Clear,clear sky,0,1.64,256,03-03-20,Tuesday,11:30:00
2020-03-03 14:30:00+05:30,30.11,30.11,30.11,1007,1007,981,20,Clear,clear sky,0,1.89,311,03-03-20,Tuesday,14:30:00
2020-02-28 17:30:00+05:30,24.71,24.71,27.01,1009,1009,984,38,Clouds,broken clouds,67,3.64,138,28-02-20,Friday,17:30:00
2020-02-28 20:30:00+05:30,21.34,21.34,23.07,1011,1011,985,50,Clear,clear sky,3,4.51,109,28-02-20,Friday,20:30:00
2020-02-28 23:30:00+05:30,19.85,19.85,21,1011,1011,985,59,Clear,clear sky,1,5.71,116,28-02-20,Friday,23:30:00
2020-02-29 02:30:00+05:30,19.09,19.09,19.67,1010,1010,984,60,Clear,clear sky,0,5.29,119,29-02-20,Saturday,2:30:00
2020-02-29 05:30:00+05:30,18.21,18.21,18.21,1010,1010,984,64,Clear,clear sky,0,5.17,126,29-02-20,Saturday,5:30:00
2020-02-29 08:30:00+05:30,19.69,19.69,19.69,1012,1012,986,60,Rain,light rain,0,5.59,126,29-02-20,Saturday,8:30:00
2020-02-29 11:30:00+05:30,26.24,26.24,26.24,1012,1012,986,41,Rain,light rain,0,6.35,132,29-02-20,Saturday,11:30:00
2020-02-29 14:30:00+05:30,30.4,30.4,30.4,1009,1009,983,29,Clear,clear sky,0,4.34,133,29-02-20,Saturday,14:30:00
2020-02-29 17:30:00+05:30,28.43,28.43,28.43,1006,1006,980,33,Clouds,scattered clouds,27,1.79,41,29-02-20,Saturday,17:30:00
2020-02-29 20:30:00+05:30,18.68,18.68,18.68,1009,1009,985,65,Rain,heavy intensity rain,100,6.75,70,29-02-20,Saturday,20:30:00
2020-02-29 23:30:00+05:30,18.87,18.87,18.87,1011,1011,985,65,Rain,light rain,68,3.95,99,29-02-20,Saturday,23:30:00
2020-03-01 02:30:00+05:30,18.74,18.74,18.74,1010,1010,985,64,Rain,light rain,37,2.01,46,01-03-20,Sunday,2:30:00
2020-03-01 05:30:00+05:30,17.55,17.55,17.55,1010,1010,984,71,Clouds,scattered clouds,40,4.17,101,01-03-20,Sunday,5:30:00
2020-03-01 08:30:00+05:30,18.71,18.71,18.71,1012,1012,987,65,Clear,clear sky,9,1.37,123,01-03-20,Sunday,8:30:00
2020-03-01 11:30:00+05:30,24.43,24.43,24.43,1012,1012,986,49,Clear,clear sky,4,3.75,133,01-03-20,Sunday,11:30:00
2020-03-01 14:30:00+05:30,28.49,28.49,28.49,1009,1009,984,37,Clear,clear sky,0,1.9,107,01-03-20,Sunday,14:30:00
2020-03-01 17:30:00+05:30,27.07,27.07,27.07,1007,1007,982,40,Clouds,few clouds,16,2.95,21,01-03-20,Sunday,17:30:00
2020-03-01 20:30:00+05:30,23.85,23.85,23.85,1009,1009,983,46,Clouds,few clouds,24,0.91,54,01-03-20,Sunday,20:30:00
2020-03-01 23:30:00+05:30,22.07,22.07,22.07,1009,1009,984,52,Clouds,few clouds,18,0.06,327,01-03-20,Sunday,23:30:00
2020-03-02 02:30:00+05:30,20.24,20.24,20.24,1009,1009,984,59,Clear,clear sky,0,1.12,312,02-03-20,Monday,2:30:00
2020-03-02 05:30:00+05:30,19.64,19.64,19.64,1009,1009,983,62,Clear,clear sky,0,1.53,298,02-03-20,Monday,5:30:00
2020-03-02 08:30:00+05:30,21.03,21.03,21.03,1011,1011,985,59,Clear,clear sky,0,2.37,352,02-03-20,Monday,8:30:00
2020-03-02 11:30:00+05:30,26.55,26.55,26.55,1011,1011,986,41,Clear,clear sky,0,1.61,359,02-03-20,Monday,11:30:00
2020-03-02 14:30:00+05:30,29.42,29.42,29.42,1008,1008,983,30,Clear,clear sky,0,1.13,314,02-03-20,Monday,14:30:00
2020-03-02 17:30:00+05:30,27.82,27.82,27.82,1007,1007,982,31,Clear,clear sky,0,1.97,231,02-03-20,Monday,17:30:00
2020-03-02 20:30:00+05:30,24.74,24.74,24.74,1009,1009,983,33,Clear,clear sky,0,0.98,17,02-03-20,Monday,20:30:00
2020-03-02 23:30:00+05:30,23.25,23.25,23.25,1009,1009,984,37,Clear,clear sky,0,1.58,328,02-03-20,Monday,23:30:00
2020-03-03 02:30:00+05:30,20.91,20.91,20.91,1009,1009,984,42,Clear,clear sky,0,1.89,290,03-03-20,Tuesday,2:30:00
2020-03-03 05:30:00+05:30,19.85,19.85,19.85,1009,1009,983,42,Clear,clear sky,0,1.29,309,03-03-20,Tuesday,5:30:00
2020-03-03 08:30:00+05:30,21.08,21.08,21.08,1011,1011,985,42,Clear,clear sky,0,1.98,249,03-03-20,Tuesday,8:30:00
2020-03-03 11:30:00+05:30,27.8,27.8,27.8,1011,1011,985,29,Clear,clear sky,0,1.79,247,03-03-20,Tuesday,11:30:00
2020-03-03 14:30:00+05:30,30.25,30.25,30.25,1007,1007,982,19,Clear,clear sky,0,2.58,310,03-03-20,Tuesday,14:30:00
2020-03-03 17:30:00+05:30,28.26,28.26,28.26,1006,1006,980,24,Clear,clear sky,0,1.48,298,03-03-20,Tuesday,17:30:00
2020-03-03 20:30:00+05:30,25.23,25.23,25.23,1007,1007,982,27,Clear,clear sky,0,1.96,338,03-03-20,Tuesday,20:30:00
2020-03-03 23:30:00+05:30,22.86,22.86,22.86,1008,1008,982,32,Clear,clear sky,0,0.86,149,03-03-20,Tuesday,23:30:00
2020-03-04 02:30:00+05:30,21.37,21.37,21.37,1007,1007,981,35,Clear,clear sky,0,1,260,04-03-20,Wednesday,2:30:00
2020-03-04 05:30:00+05:30,20.77,20.77,20.77,1007,1007,981,35,Clear,clear sky,0,1.48,168,04-03-20,Wednesday,5:30:00
2020-03-04 08:30:00+05:30,22.35,22.35,22.35,1009,1009,983,35,Clear,clear sky,0,1.21,184,04-03-20,Wednesday,8:30:00
2020-03-04 11:30:00+05:30,28.83,28.83,28.83,1009,1009,984,24,Clear,clear sky,0,2.6,167,04-03-20,Wednesday,11:30:00
2020-03-04 14:30:00+05:30,31.49,31.49,31.49,1006,1006,980,15,Clear,clear sky,4,0.9,97,04-03-20,Wednesday,14:30:00
2020-02-29 17:30:00+05:30,14.3,14.3,18.03,1006,1006,982,75,Rain,moderate rain,50,10.11,323,29-02-20,Saturday,17:30:00
2020-02-29 20:30:00+05:30,16.31,16.31,19.11,1011,1011,985,63,Rain,heavy intensity rain,100,8.24,94,29-02-20,Saturday,20:30:00
2020-02-29 23:30:00+05:30,17.11,17.11,18.97,1012,1012,986,65,Rain,light rain,67,2.45,35,29-02-20,Saturday,23:30:00
2020-03-01 02:30:00+05:30,16.5,16.5,17.43,1011,1011,985,72,Rain,light rain,0,3.47,108,01-03-20,Sunday,2:30:00
2020-03-01 05:30:00+05:30,16.73,16.73,16.73,1011,1011,985,76,Clouds,few clouds,14,3.24,107,01-03-20,Sunday,5:30:00
2020-03-01 08:30:00+05:30,18.85,18.85,18.85,1013,1013,987,70,Clear,clear sky,0,1.54,126,01-03-20,Sunday,8:30:00
2020-03-01 11:30:00+05:30,24.27,24.27,24.27,1013,1013,987,48,Clear,clear sky,0,2.52,132,01-03-20,Sunday,11:30:00
2020-03-01 14:30:00+05:30,26.94,26.94,26.94,1010,1010,985,40,Clouds,broken clouds,67,2.06,158,01-03-20,Sunday,14:30:00
2020-03-01 17:30:00+05:30,25.83,25.83,25.83,1008,1008,983,45,Clouds,broken clouds,66,2.08,188,01-03-20,Sunday,17:30:00
2020-03-01 20:30:00+05:30,20.68,20.68,20.68,1010,1010,985,51,Rain,light rain,62,3.93,99,01-03-20,Sunday,20:30:00
2020-03-01 23:30:00+05:30,19.77,19.77,19.77,1011,1011,985,55,Clouds,scattered clouds,32,2.27,286,01-03-20,Sunday,23:30:00
2020-03-02 02:30:00+05:30,18.81,18.81,18.81,1010,1010,984,59,Clear,clear sky,0,1.95,306,02-03-20,Monday,2:30:00
2020-03-02 05:30:00+05:30,17.7,17.7,17.7,1009,1009,984,64,Clear,clear sky,0,1.78,286,02-03-20,Monday,5:30:00
2020-03-02 08:30:00+05:30,19.56,19.56,19.56,1012,1012,986,60,Clear,clear sky,0,1.24,290,02-03-20,Monday,8:30:00
2020-03-02 11:30:00+05:30,25.82,25.82,25.82,1012,1012,986,40,Clear,clear sky,0,1.32,292,02-03-20,Monday,11:30:00
2020-03-02 14:30:00+05:30,28.74,28.74,28.74,1009,1009,984,25,Clear,clear sky,0,1.55,280,02-03-20,Monday,14:30:00
2020-03-02 17:30:00+05:30,27.2,27.2,27.2,1008,1008,982,27,Clear,clear sky,0,1.7,336,02-03-20,Monday,17:30:00
2020-03-02 20:30:00+05:30,24,24,24,1009,1009,983,29,Clear,clear sky,0,0.61,356,02-03-20,Monday,20:30:00
2020-03-02 23:30:00+05:30,22.05,22.05,22.05,1010,1010,984,38,Clear,clear sky,0,0.59,30,02-03-20,Monday,23:30:00
2020-03-03 02:30:00+05:30,19.78,19.78,19.78,1009,1009,984,45,Clear,clear sky,0,2.25,290,03-03-20,Tuesday,2:30:00
2020-03-03 05:30:00+05:30,19.27,19.27,19.27,1009,1009,983,49,Clear,clear sky,0,1.53,309,03-03-20,Tuesday,5:30:00
2020-03-03 08:30:00+05:30,21.07,21.07,21.07,1011,1011,985,45,Clear,clear sky,0,1.83,261,03-03-20,Tuesday,8:30:00
2020-03-03 11:30:00+05:30,27.71,27.71,27.71,1011,1011,985,30,Clear,clear sky,0,1.68,259,03-03-20,Tuesday,11:30:00
2020-03-03 14:30:00+05:30,30.05,30.05,30.05,1007,1007,982,20,Clear,clear sky,0,1.92,324,03-03-20,Tuesday,14:30:00
